"ID","shiftID","entryTime","entry","initials","callback","key"
3909,321,12-Dec-2018 22:06:00,"AFLD LIGHTING A1C ROBINSON CHANGE OUT 11 CENTER LINE LIGHTS","KK",,
3910,321,12-Dec-2018 22:45:00,"LMR#1 CK'D OUT TO MAJV","KK",,
3911,321,12-Dec-2018 23:34:00,"A1C K. SOTOMAYOR OFF COUNTER FOR SICK CALL. SRA K. LIMA/KG ON COUNTER","KG",,
3912,321,13-Dec-2018 00:18:00,"TRW/CN ACTIVATED PCAS FOR DAILY CK","KG",,
3913,321,13-Dec-2018 00:22:00,"SCN ACTIVATED. ALL AGENCIES WITH EXCEPTIONOF EMERGENCY MANAGEMENT L/C","KG",,
3914,321,13-Dec-2018 00:52:00,"AFLD5/JB ON AFLD FOR DAILY INSPECTION","KG",,
3915,321,13-Dec-2018 01:50:00,"AFLD5/JB OFF AFLD. DAILY INSPECTION CMPLT. TWY K CENTERLINE DEGRADED IN FRONT OF MUNITIONS STORAGE, AND TWY F EDGE LINES SEVERLY DEGRADED. SPOT C-5 PARKING SPOT MARKING FADED. DISCREPANCY REPORTED TO NAMO","KG",,
3916,321,13-Dec-2018 02:56:00,"AFLD5/JB ON AFLD FOR RAMP CK","KG",,
3917,321,13-Dec-2018 03:45:00,"AFLD5/JB OFF AFLD","KG",,
3918,321,13-Dec-2018 04:15:00,"SRA K. LONEY/JB (AMSL) AND SRA K. LIMA/KG (AMOC) OFF DUTY. SRA A. PERSAUD/AP AND MR K. NANKO/KN ON DUTY. SHIFT BRIEF CMPLT. DAYSHIFT CKLST CMPLT","KG",,
3919,322,13-Dec-2018 04:15:00,"LOG OPEN. SRA A. PERSAUD/AP (AMSL) AND CIV K. NANKO/KN (AMOC) ON DUTY. NOTAMS: 18M, 0V, 6L. FLT PLANNING ROOM CK CMPLT. RWY 36 IN USE. RSC DRY, BWC LOW. BARRIERS WITHDRAWN. SWINGSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","AP",,
3920,322,13-Dec-2018 04:22:00,"AFLD5/AP ON AFLD CK (FOD)","AP",,
3921,322,13-Dec-2018 04:45:00,"AFLD5/AP OFF AFLD. NO CHANGES TO REPORT","AP",,
3922,322,13-Dec-2018 05:10:00,"TWR/NH ACTIVATED PCAS FOR MX CK; ALL PARTIES LOUD AND CLEAR","AP",,
3923,322,13-Dec-2018 07:45:00,"AFLD5/AP ON AFLD CK (FOD)","AP",,
3924,322,13-Dec-2018 09:46:00,"LMR #1 RETURNED FROM MAJV","AP",,
3925,322,13-Dec-2018 11:07:00,"AFLD5/AP ON AFLD CK (LIGHTING CK)","AP",,
3926,322,13-Dec-2018 12:07:00,"AFLD5/AP OFF AFLD. NO CHANGES TO REPORT","AP",,
3927,322,13-Dec-2018 12:16:00,"TWR/LO NOTIFIED AMOPS OF CLOSURE ON THE HOUR","AP",,
3928,322,13-Dec-2018 08:00:00,"AFLD5/AP OFF AFLD. NO CHANGES TO REPORT","AP",,
3930,322,13-Dec-2018 13:00:00,"SWINGSHIFT CMPLT. AP AND KN OFF DUTY. SWINGSHIFT CKLIST AND SOP #3 CMPLT. COMMAND POST/RD NOTIFIED OF STANDBY PERSONNEL: SRA A. PERSAUD/AP ON STANDBY UNTIL 0100L, THEN SRA K. LONEY/JB ON STANDBY UNTIL 0500L. LOG CLOSED","AP",,
3931,324,14-Dec-2018 04:15:00,"LOG OPEN. SRA A. PERSAUD/AP (AMSL) AND A1C K. FLICK/KF (AMOC) ON DUTY. NOTAMS: 19M, 0V, 3L. FLT PLANNING ROOM CK CMPLT. RWY 36 IN USE. RSC DRY, BWC LOW. BARRIERS WITHDRAWN. SWINGSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","AP",,
3932,324,14-Dec-2018 05:22:00,"AFLD5/KF ON AFLD CK (FOD/BASH)","KF",,
3933,324,14-Dec-2018 05:44:00,"AFLD5/KF OFF AFLD. ALUMINUM FOIL FOUND AND REMOVED FROM AFLD OUTSIDE OF AMOPS BLDG, FOD PRODUCING SPALL LOCATED TWY A. LOGGED ON DISCREPANCY TRACKER","AP",,
3934,324,14-Dec-2018 06:19:00,"AFLD5/KF ON AFLD CK (NORTH TRAFFIC LIGHT REPORTED UNLIT BY TWR)","AP",,
3935,324,14-Dec-2018 06:38:00,"AFLD5/KF OFF AFLD. TWR NOTIFIED AMOPS THAT THEIR PANEL IS NOT REFLECTING THE ACTUAL NORTH TRAFFIC LIGHT AND WILL FOLLOW UP TO HAVE IT REPAIRD WITH AFLD LIGHTING","AP",,
3936,324,14-Dec-2018 08:38:00,"AFLD5/AP ON AFLD CK (ESCORT)","KF",,
3937,324,14-Dec-2018 08:58:00,"AFLD5/AP OFF AFLD. NO CHANGES TO REPORT","KF",,
3938,324,14-Dec-2018 08:09:00,"AMOPS NOTIFIED OF C17 DIVERTING TO RJTY: POC INFORMED THAT DUE TO RESTRICTIONS AT RJTA, THEY WERE UNABLE TO RECEIVE NEEDED MAINTENANCE AT THEIR STATION, AND CAN ONLY DIVERT TO RJTY AS THE NEAREST OPEN AERODROME. QRC #9 INITIATED","AP",,
3939,324,14-Dec-2018 08:27:00,"QRC #9 CMPLT. PPR ISSUED TO DIVERT MISSION (TREK312); PPR #18-AP841","AP",,
3940,324,14-Dec-2018 10:54:00,"AFLD5/KF ON AFLD CK (LIGHTING CK)","KF",,
3942,324,14-Dec-2018 12:14:00,"AFLD5/KF OFF AFLD. DISCREPANCIES LOGGED ON LIGHTING TRACKER","KF",,
3943,324,14-Dec-2018 12:36:00,"AFLD5/KF ON AFLD CK (FINAL CK)","AP",,
3945,324,14-Dec-2018 13:00:00,"SWINGSHIFT CMPLT. AP AND KF OFF DUTY. SWINGSHIFT CKLIST AND SOP #3 CMPLT. COMMAND POST/CM NOTIFIED OF STANDBY PERSONNEL: AP ON STANDBY UNTIL 0100L, THEN SRA K. LONEY/JB ON STANDBY UNTIL 0500L. LOG CLOSED","AP",,
3946,324,14-Dec-2018 11:00:00,"WX ADVISORY #12-008 (SURFACE WINDS GREATER THAN OR EQUAL TO 25 BUT LESS THAN 35 KTS) CANCELED; QRC #7 CMPLT","AP",,
3947,325,15-Dec-2018 04:15:00,"LOG OPEN. SRA J. GUTIERREZ/JG (AMSL) AND SRA A. PERSAUD/AP (AMOC) ON DUTY. NOTAMS: 21M, 1V, 4L. FLT PLANNING ROOM CK CMPLT. RWY 36 IN USE. RSC DRY, BWC LOW. BARRIERS WITHDRAWN. SWINGSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","AP",,
3948,325,15-Dec-2018 04:56:00,"WX ADVISORY #12-009 (SURFACE WINDS GREATER THAN OR EQUAL TO 25 BUT LESS THAN 35 KTS) EXTENDED UNTIL 0700Z","AP",,
3949,325,15-Dec-2018 06:32:00,"WX ADVISORY #12-009 EXTENDED TO 0800Z","AP",,
3950,325,15-Dec-2018 11:11:00,"AFLD5/AP ON AFLD CK (LIGHTING CK)","AP",,
3951,325,15-Dec-2018 11:48:00,"AFLD5/AP OFF AFLD. NO CHANGES TO REPORT","AP",,
3953,325,15-Dec-2018 05:00:00,"AFLD5/AP ON AFLD CK (FOD)","AP",,
3954,325,15-Dec-2018 05:22:00,"AFLD5/AP OFF AFLD. NO CHANGES TO REPORT","AP",,
3955,325,15-Dec-2018 08:08:00,"AFLD5/AP ON AFLD CK (FOD)","AP",,
3956,325,15-Dec-2018 08:39:00,"AFLD5/AP OFF AFLD. NO CHANGES TO REPORT","AP",,
3957,325,15-Dec-2018 12:35:00,"AFLD5/JG ON AFLD CK (FINAL CK)","AP",,
3958,325,15-Dec-2018 12:43:00,"AFLD5/JG OFF AFLD. NO CHANGES TO REPORT","AP",,
3959,325,15-Dec-2018 07:57:00,"LMR #8 RETURNED BY MAJV","AP",,
3960,325,15-Dec-2018 13:00:00,"SWINGSHIFT CMPLT. JG AND AP OFF DUTY. SWINGSHIFT CKLIST AND SOP #3 CMPLT. COMMAND POST/AR NOTIFIED OF STANDBY PERSONNEL: JG ON STANDBY UNTIL 0100L, THEN SRA K. LONEY/JB ON STANDBY UNTIL 0500L. LOG CLOSED","AP",,
3961,325,15-Dec-2018 08:00:00,"WX ADVISORY #12-009 CANCELLED. QRC #7 CMPLT","AP",,
3963,326,16-Dec-2018 20:00:00,"LOG OPEN. SRA K. LONEY/JB (AMSL) AND A1C K. SOTOMAYOR/KK (AMOC) ON DUTY. NOTAMS: 14M, 0V, 7L. FLT PLANNING ROOM CK CMPLT. DAYSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","KK",,
3964,326,16-Dec-2018 20:31:00,"AFLD5/JB ON AFLD FOR PRIOR TO FLYING","KK",,
3965,326,16-Dec-2018 20:43:00,"AFLD5/JB OFF AFLD. BWC LOW, RSC DRY, BARRIERS WITHDRAWN","KK",,
3966,326,16-Dec-2018 20:53:00,"TWR/PR ADVISED OPENING RWY 36 ON THE HOUR","KK",,
3968,326,16-Dec-2018 23:01:00,"TWR/PR CMPLT PCAS CK. ALL AGENCIES L/C","KK",,
3969,326,16-Dec-2018 23:18:00,"SCN CK CMPLT. ALL AGNCIES L/C","KK",,
3970,326,17-Dec-2018 00:31:00,"AFLD5/JB ON AFLD FOR DAILY INSPECTION","KK",,
3972,326,17-Dec-2018 04:15:00,"SRA K. LONEY AND A1C K. SOTOMATOR OFF DUTY. SHIFT CK LIST AND BREIF CMPLT. SRA J. GUETIREZ AND SRA A. PERSAUD ON DUTY. DAYSHIFT LOG CLOSED","KK",,
3973,326,17-Dec-2018 02:47:00,"NOTAM M0997/18 OBST LIGHT UNLIT ON LIGHTING CONTROL BUILDING. LOCATED 278 FEET FROM RUNWAY 36 APPROACH LIGHTS ON THE WEST SIDE CREATED","KK",,
3974,326,17-Dec-2018 03:02:00,"NOTAM M0996/18 OBST LIGHT UNLIT ON LIGHTING CONTROL BUILDING. LOCATED 220 FEET FROM RUNWAY 36 APPROACH LIGHTS ON THE WEST SIDE CNL","KK",,
3975,326,17-Dec-2018 03:03:00,"NOTAM M1001/18 ) ELECTRICAL CONTROL BUILDING FOR RUNWAY 18 APPROACH LIGHTING SYSTEM IS UNLIT. THE OBSTACLE IS WITHIN 100 FEET OF RUNWAY 18 APPROACH 1000 FOOT LIGHT BAR CREATED","KK",,
3976,326,17-Dec-2018 03:04:00,"NOTAM M1003/18 OBST LIGHT UNLIT ON LIGHTING CONTROL BUILDING. LOCATED 220 FEET FROM RUNWAY 36 APPROACH 1000 FOOT LIGHT BAR ON THE WEST SIDE CREATED","KK",,
3977,326,17-Dec-2018 03:09:00,"NOTAM M1004/18 OBST LIGHT UNLIT ON ELECTRICAL CONTROL BUILDING LOCATED 493 FEET FROM THE RUNWAY EDGE. LOCATED NEAR RUNWAY 36 GLIDE SLOPE CREATED","KK",,
3978,328,16-Dec-2018 04:15:00,"LOG OPEN. SRA A. PERSAUD/AP (AMSL) AND A1C K. FLICK/KF (AMOC) ON DUTY. NOTAMS: 14M, 0V, 7L. FLT PLANNING ROOM CK CMPLT. RWY 36 IN USE. RSC DRY, BWC LOW. BARRIERS WITHDRAWN. SWINGSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","KF",,
3979,328,16-Dec-2018 04:26:00,"AFLD5/KF ON AFLD CK (FOD/BASH)","KF",,
3981,328,16-Dec-2018 08:16:00,"AFLD5/KF ON AFLD CK (LIGHTNING CK)","KF",,
3982,328,16-Dec-2018 09:46:00,"AFLD5/KF OFF AFLD. DISCREPANCIES LOGGED ON LIGHTING TRACKER","KF",,
3983,328,16-Dec-2018 10:25:00,"AFLD5/KF ON AFLD CK (FOD/BASH/RAMP CK)","KF",,
3985,328,16-Dec-2018 12:12:00,"AFLD5/KF ON AFLD CK (FINAL CK)","KF",,
3987,328,16-Dec-2018 12:39:00,"TWR/IV NOTIFIED AMOPS OF CLOSING ON THE HOUR","AP",,
3988,328,16-Dec-2018 13:00:00,"SWINGSHIFT CMPLT. AP AND KF OFF DUTY. SWINGSHIFT CKLIST AND SOP #3 CMPLT. COMMAND POST/WG NOTIFIED OF STANDBY PERSONNEL: AP ON STANDBY UNTIL 0100L, THEN A1C K. SOTOMAYOR/KK ON STANDBY UNTIL 0500L. LOG CLOSED","AP",,
3989,329,16-Dec-2018 20:00:00,"LOG OPEN. A1C K. SOTOMAYOR/KK (AMSL) AND CIV K. NANKO/KN (AMOC) ON DUTY. NOTAMS: 24M, 1V, 4L. FLT PLANNING ROOM CK CMPLT. DAYSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","KK",,
3990,329,16-Dec-2018 20:24:00,"AFLD5/KK ON AFLD CK (PRIOR TO FLYING)","KK",,
3991,329,16-Dec-2018 20:40:00,"AFLD5/KK OFF AFLD. RSC WET, BWC LOW, BARRIERS WITHDRAWN","KK",,
3992,329,16-Dec-2018 20:41:00,"TWR/KG ADVISED OPENING RWY 36 ON THE HOUR","KK",,
3993,329,16-Dec-2018 20:42:00,"PTD CK CMPLT. ALL L/C","KK",,
3995,329,16-Dec-2018 20:46:00,"NOTAM M1007/18 ISSUED RWY IS WET. WITH NO STANDING WATER","KK",,
3996,329,16-Dec-2018 21:00:00,"AERODROME NOW OPEN","KK",,
3997,329,16-Dec-2018 21:33:00,"NOTAM M1010 NAVAID RJTY TACAN UNSERVICEABLE CREATED","KK",,
3998,329,16-Dec-2018 22:22:00,"NOTAM M1011/18 CREATED FOR TWY K CLSD","KK",,
3999,329,16-Dec-2018 22:44:00,"LMR #2 CK'D OUT TO MAJV","KK",,
4000,329,16-Dec-2018 23:02:00,"TWR/KG ADVISED OVERRUN LIGHTS OUT OF SERVICE","KK",,
4001,329,16-Dec-2018 23:05:00,"PCAS CK CMPLT. ALL AGENCIES L/C","KK",,
4002,329,16-Dec-2018 23:13:00,"SCN CK CMPLT. ALL AGENCIES L/C","KK",,
4003,329,16-Dec-2018 23:21:00,"AFLD5/KK ON AFLD CK (DAILY INSPECTION)","KK",,
4004,329,17-Dec-2018 00:43:00,"AFLD5/KK OFF AFLD. DAILY INSPECTION CMPLT","KK",,
4005,329,17-Dec-2018 01:18:00,"FOD WALK NOT DONE DUE TO TRAINING DAY","KK",,
4006,326,16-Dec-2018 22:16:00,"AFLD5/KK ON AFLD FOR RAMP/483 CK","KK",,
4007,326,16-Dec-2018 22:37:00,"AFLD5/KK OFF AFLD. 2/438 CK'D INCOMPLIANCE","KK",,
4009,329,17-Dec-2018 01:29:00,"BARRIER MX OFF AFLD","KK",,
4010,329,17-Dec-2018 02:08:00,"AFLD5/KK ON AFLD CK (RSC/RCR)","KK",,
4011,329,17-Dec-2018 02:23:00,"AFLD5/KK OFF AFLD. RSC DRY","KK",,
4012,329,17-Dec-2018 02:24:00,"RWY WET NOTAM CNL","KK",,
4013,329,17-Dec-2018 02:35:00,"SWEEPER ON AFLD","KK",,
4015,329,17-Dec-2018 02:50:00,"AFLD LGHTING SAYS OVERRUN LIGHTS ARE GOOD FOR NOW. MAY GO OUT IN THE FUTURE","KK",,
4018,329,17-Dec-2018 02:51:00,"AFLD5/KK ON AFLD CK (483 CK)","KK",,
4019,329,17-Dec-2018 03:05:00,"AFLD5/KK OFF AFLD. 483 CK CMPLT","KK",,
4020,329,17-Dec-2018 03:33:00,"A1C K. SOTOMAYOR OFF DUTY FOR CBRNE TRAINING","KK",,
4021,330,17-Dec-2018 04:15:00,"EVENTS LOG OPEN. SRA J. GUTIERREZ/JG (AMOS) AND A1C K. FLICK/KF (AMOC) ON DUTY. NOTAMS: 27/M, 1/V, 4/L. FLT PLANNING ROOM CK CMPLT. RWY 36 IN USE. RSC DRY, BWC LOW. BARRIERS WITHDRAWN. SWINGSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","KF",,
4022,330,17-Dec-2018 04:41:00,"PER TWR/LO RWY 18 NOW IN USE","KF",,
4023,330,17-Dec-2018 04:44:00,"QRC #3 INITIATED, ACN","KF",,
4024,330,17-Dec-2018 04:20:00,"AFLD5/JG ON AFLD FOR FOD/BASH CK","JG",,
4025,330,17-Dec-2018 04:53:00,"AFLD/JG OFF AFLD, FOD/BASH CK CMPLT. NO FOD/BASH FOUND","JG",,
4026,330,17-Dec-2018 04:55:00,"QRC #3 CMPLT, ACN","JG",,
4027,330,17-Dec-2018 05:37:00,"PER TWR/LO, RWY OPS SUSPENDED FOR REPORTED FOD ON THE RWY. QRC #8 INITIATED, AFLD5/JG ENROUTE","KF",,
4028,330,17-Dec-2018 05:56:00,"PER AFLD5/JG, RWY OPS RESUMED AND TWY KILO REOPEN. QRC #8 CMPLT, ACN","KF",,
4029,330,17-Dec-2018 08:04:00,"AFLD5/JG OFF AFLD, RAMP CK CMPLT. NO FOD/BASH FOUND","JG",,
4030,330,17-Dec-2018 07:53:00,"AFLD5/JG ON AFLD FOR RAMP CK","JG",,
4031,330,17-Dec-2018 09:39:00,"MAJV/CONTRACTOR1 OFF AFLD, LMR #2 RETURNED","JG",,
4032,330,17-Dec-2018 10:07:00,"AFLD5/JG ON AFLD FOR LIGHTING CK","JG",,
4033,330,17-Dec-2018 11:14:00,"AFLD5/JG OFF AFLD, LIGHTING CK CMPLT. ALL OUTAGES ANNOTATED ON INSPECTIONS CHECKLIST. NO FOD/BASH FOUND","JG",,
4034,330,17-Dec-2018 06:15:00,"AFLD5/JG OFF AFLD, FOD/BASH CK CMPLT. NO OTHER FOD/BASH FOUND","JG",,
4035,330,17-Dec-2018 13:00:00,"END OF SWING SHIFT. SRA J. GUTIERREZ/JG & A1C K. FLICK/KF OFF DUTY. CP/ED NOTIFIED THAT SRA J. GUTIERREZ ON STANDBY UNTIL 0100L, A1C K. SOTOMAYOR FROM 0100L-0500L. SWING SHIFT CHECKLIST & SOP #3 CMPLT, ACN. EVENTS LOG CLOSED","JG",,
4036,329,17-Dec-2018 04:15:00,"MR. K. NANKO OFF DUTY. SRA J. GUITIEREZ AND A1C K. FLICK ON DUTY. SHIFT CK LIST AND BREIF CMPLT. DAYSHIFT LOG CLSED","KK",,
4037,331,17-Dec-2018 20:00:00,"LOG OPEN. A1C K. SOTOMAYOR/KK (AMSL) AND CIV K. NANKO/KN (AMOC) ON DUTY. NOTAMS: 25M, 1V, 4L. FLT PLANNING ROOM CK CMPLT. DAYSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","KK",,
4038,331,17-Dec-2018 20:15:00,"AFLD5/KK ON AFLD CK (PRIOR TO FLYING)","KK",,
4039,331,17-Dec-2018 20:32:00,"AFLD5/KK OFF AFLD. PRIOR TO FLYING CK CPMLT. RSC DRY, BWC LOW, BARRIERS WITHDRAWN","KK",,
4040,331,17-Dec-2018 20:39:00,"PTD CK CMPLT. L/C BOTH FREQUENCIES","KK",,
4041,331,17-Dec-2018 20:40:00,"TWR/KG ADVISED OPENING RWY 36 ON THE HOUR","KK",,
4043,331,17-Dec-2018 22:13:00,"AFLD LIGHTING CK'D. SSGT HUTCHINS A1C GONZALEZ. FIXED 2 CENTERLINE LIGHTS AND TWY B MANDATORY SIGN","KK",,
4044,331,17-Dec-2018 22:45:00,"LMR#2 CK'D OUT TO MAJV","KK",,
4045,331,17-Dec-2018 23:05:00,"PCAS CK CMPLT. ALL AGENCIES L/C","KK",,
4046,331,17-Dec-2018 23:06:00,"AFLD5/KN ON AFLD FOR DAILY INSPECTION","KK",,
4047,331,17-Dec-2018 23:08:00,"SCN CK CMPLT. ALL AGENCIES L/C","KK",,
4048,331,17-Dec-2018 23:10:00,"DAILY ARFF GREEN/10400","KK",,
4049,331,18-Dec-2018 00:19:00,"AFLD5/KN OFF AFLD. DAILY INSPECTION CMPLT","KK",,
4050,331,18-Dec-2018 01:00:00,"FOD WALK","KK",,
4051,331,18-Dec-2018 01:16:00,"FOD WALK CMPLT","KK",,
4052,331,18-Dec-2018 01:54:00,"AFLD5/KK ON AFLD CK (FOD/BASH)","KK",,
4054,331,18-Dec-2018 02:15:00,"AFLD5/KK ON AFLD CK (FOD/BASH)","KK",,
4055,331,18-Dec-2018 02:44:00,"AFLD5/KK OFF AFLD. FOD/BASH CK CMPLT","KK",,
4056,331,18-Dec-2018 02:10:00,"AFLD5/KK OFF AFLD. FOD/BASH CK CMPLT","KK",,
4057,331,18-Dec-2018 04:15:00,"A1C K. SOTOMAYOR/KK  AND MR. K  NANKO OFF DUTY. SHIFT BREIF AND CK LIST CMPLT. A1C K. FLICK AND A1C BRISCOE ON DUTY. DAYSHFIT LOG CLOSED","KK",,
4058,332,18-Dec-2018 04:15:00,"LOG OPEN. A1C K. FLICK/KF (AMSL) AND A1C C. BRISCOE/CB (AMOC) ON DUTY. NOTAMS: 13M, 0V, 7L. FLT PLANNING ROOM CK CMPLT. RWY 36 IN USE. RSC DRY, BWC LOW. BARRIERS WITHDRAWN. SWINGSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","CB",,
4059,332,18-Dec-2018 05:51:00,"TWR/SZ ADVISED RWY:18 IN USE. QRC #3 CMPLT","CB",,
4060,332,18-Dec-2018 06:28:00,"AFLD5/CB ON AFLD CK (FOD/BASH)","CB",,
4062,332,18-Dec-2018 08:16:00,"LMR #2 RETURNED MAJV OFF AFLD","CB",,
4063,332,18-Dec-2018 08:35:00,"AFLD5/KF ON AFLD CK (RAMP CK)","KF",,
4064,332,18-Dec-2018 08:48:00,"AFLD5/KF OFF AFLD. 1/483 COLLECTED AND LOGGED ON TRACKER","KF",,
4065,332,18-Dec-2018 10:34:00,"AFLD5/KF ON AFLD CK (LIGHTING CK)","KF",,
4067,332,18-Dec-2018 13:00:00,"KF AND CB OFF SHIFT. ADVISED CP/ A1C K. FLICK ON STANDBY UNTIL 0100 AND SRA A. PERSAUD UNTIL 0500. SOP #3 AND SWINGSHIFT CK LIST CMPLT. AERODROME CLSD. LOG CLSD","CB",,
4068,332,18-Dec-2018 12:25:00,"AFLD5/KF ON AFLD CK (FINAL CK)","CB",,
4069,332,18-Dec-2018 12:37:00,"TWR/PR ADVISED CLOSING ON THE HOUR","CB",,
4071,333,18-Dec-2018 20:00:00,"LOG OPEN. SRA A. PERSAUD/AP (AMSL), A1C K. SOTOMAYOR/KK (AMOC) AND CIV K. NANKO/KN (AMOC) ON DUTY. NOTAMS: 22M, 1V, 4L. FLT PLANNING ROOM CK CMPLT. DAYSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","KK",,
4072,333,18-Dec-2018 20:11:00,"AFLD5/KK ON AFLD CK (PRIOR TO FLYING)","KK",,
4073,333,18-Dec-2018 20:27:00,"AFLD5/KK OFF AFLD. PRIOR TO FLYING CK CMPLT. RSC DRY, BWC LOW, BARRIERS WITHDRAWN","KK",,
4074,333,18-Dec-2018 21:00:00,"TWR/LO ADVISED RWY/18 IN USE. AERDROME OPEN","KK",,
4075,333,18-Dec-2018 20:36:00,"AFLD LIGHTING CK'D IN A1C YBARRA-GONZALEZ AND A1C GONZALEZ FIXED ALL CENTER LINE LIGHTS AND 6 TOUCH DOWN ZONE LIGHTS","KK",,
4076,333,18-Dec-2018 21:13:00,"PTD CK CMPLT. ALL FREQUENCIES L/C","KK",,
4077,333,18-Dec-2018 22:23:00,"ARFF GREEN/10400","KK",,
4078,333,18-Dec-2018 22:45:00,"LMR #2 CK'D OUT TO MAJV","KK",,
4079,333,18-Dec-2018 23:01:00,"PCAS CK CMPLT. ALL PARTIES LOUD AND CLEAR","AP",,
4080,333,18-Dec-2018 23:50:00,"AFLD5/AP/KK ON AFLD CK (DAILY INSPECTION)","AP",,
4081,333,19-Dec-2018 01:30:00,"AFLD5/AP/KK OFF AFLD. DAILY INSPECTION CMPLT","KK",,
4082,333,18-Dec-2018 23:25:00,"SCN CK CMPLT. L/C ALL FREQUENCIES","KK",,
4083,333,19-Dec-2018 02:49:00,"AFLD5/KK ON AFLD CK (FOD/BASH)","KK",,
4085,333,19-Dec-2018 04:15:00,"DAYSHIFT CMPLT. AP, KK, AND KN OFF DUTY. DAYSHIFT CKLIST AND SHIFT BRIEF CMPLT. A1C K. FLICK/KF AND A1C C. BRISCOE/CB ON DUTY. LOG CLOSED","AP",,
4086,333,19-Dec-2018 03:52:00,"LT CHURCH NOTIFIED AMOPS THAT GLIDESLOPE HAS BEEN REPORTED INOPERABLE UNTIL FURTHER NOTICE; NOTAM# M0116 ISSUED FOR GLIDESLOPE OTS","AP",,
4087,334,19-Dec-2018 04:15:00,"LOG OPEN. A1C K. FLICK/KF (AMSL) AND A1C C. BRISCOE/CB (AMOC) ON DUTY. NOTAMS: 13M, 0V, 7L. FLT PLANNING ROOM CK CMPLT. RWY 18 IN USE. RSC DRY, BWC LOW. BARRIERS WITHDRAWN. SWINGSHIFT CHECKLIST INITIATED. MONITORING RAMPNET FOR PROPER PHRASEOLOGY THROUGHOUT SHIFT","KF",,
4088,334,19-Dec-2018 05:39:00,"AFLD2/MD ON AFLD CK (CONSTRUCTION)","KF",,
4089,334,19-Dec-2018 06:19:00,"AFLD5/CB ON AFLD CK (FOD/BASH)","KF",,
4093,334,19-Dec-2018 06:58:00,"AFLD2/MD OFF AFLD. NO CHANGES TO REPORT","KF",,
4094,334,19-Dec-2018 07:02:00,"GLIDESLOPE RETURNED TO FULL CAPABILITY. NOTAM M1016/18 (RWY 36 GLIDESLOP) CANCELLED","KF",,
4095,334,19-Dec-2018 08:23:00,"LMR #2 RETURNED","KF",,
4097,334,19-Dec-2018 08:38:00,"AFLD5/CB OFF AFLD. TWY C1, AND SPOTS C-5-1 AND C-5-2 APPEAR FOD FREE AND REOPENED AT THIS TIME","KF",,
4098,334,19-Dec-2018 08:43:00,"NOTAM M108/18 CANCELLED","KF",,
4099,334,19-Dec-2018 11:04:00,"AFLD5/KF ON AFLD CK (LIGHTING CK)","KF",,
4100,334,19-Dec-2018 12:12:00,"AFLD5/KF OFF AFLD. DISCREPANCIES LOGGED ON LIGHTING TRACKER","KF",,
4101,334,19-Dec-2018 12:19:00,"RWY 36 TOUCHDOWN ZONE LIGHTS NO LONGER OUT OF SERVICE. NOTAM M0891/18 CANCELLED","KF",,
4102,334,19-Dec-2018 12:37:00,"PER TWR/KG THEY WILL BE CLOSING ON THE HOUR","KF",,
4103,334,19-Dec-2018 13:00:00,"AERODROME CLOSED. A1C C. BRISCOE/CB OFF SHIFT, A1C K. FLICK/KF REMAINS ON SHIFT FOR QUIET HOUR. CP/AD NOTIFIED AMOPS WILL REMAIN OPEN","KF",,
4106,334,19-Dec-2018 13:15:00,"AFLD5/KF ON AFLD CK (PRIOR TO FLYING CK)","KF",,
4107,334,19-Dec-2018 13:31:00,"AFLD5/KF OFF AFLD. BWC: LOW, RSC: DRY, BARRIERS WITHDRAWN","KF",,
4109,334,19-Dec-2018 12:49:00,"AFLD5/CB ON AFLD CK (FINAL CK)","KF",,
4110,334,19-Dec-2018 13:33:00,"PER TWR/PR TWR WILL BE OPENING RWY 36 1345Z","KF",,
4112,334,19-Dec-2018 14:44:00,"QH RCH4061 ARRIVED","KF",,
4113,334,19-Dec-2018 14:51:00,"PER TWR/PR THEY WILL BE CLOSING AT 1455Z","KF",,
