"ID","shiftID","logOn","logOff","checkDate","outTime","inTime","Inspection","AF483Count","checkType","specialCheck","Remarks","callsign","initials","by","closed"
1760,495,7022,7023,06-Mar-2019 00:00:00,30-Dec-1899 04:51:00,30-Dec-1899 05:18:00,0,0,"6,8",0,"5O PLUS CROWS ALL OVER INFIELD","AFLD5","KK",,1
1762,495,7025,7026,06-Mar-2019 00:00:00,30-Dec-1899 06:53:00,30-Dec-1899 07:37:00,0,0,"9",0,"DV SUPPORT CMPLT","AFLD5","KN",,1
1764,495,7028,7029,06-Mar-2019 00:00:00,30-Dec-1899 08:24:00,30-Dec-1899 08:43:00,0,0,"9",0,"RAMP CK","AFLD","KK",,1
1766,495,7031,7032,06-Mar-2019 00:00:00,30-Dec-1899 08:55:00,30-Dec-1899 09:13:00,0,0,"9",0,"DV SUPPORT CMPLT","AFLD5","KN",,1
1768,495,7033,7034,06-Mar-2019 00:00:00,30-Dec-1899 10:11:00,30-Dec-1899 11:24:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","DJ",,1
1771,495,7036,7037,06-Mar-2019 00:00:00,30-Dec-1899 12:22:00,30-Dec-1899 12:39:00,0,0,"9",0,"FINAL CK","AFLD5","DJ",,1
1772,496,7040,7041,07-Mar-2019 00:00:00,29-Dec-1899 20:04:00,29-Dec-1899 20:29:00,0,0,"9",0,"AERODROME OPENING CK CMPLT, 1 SPOT CK CMPLT","AFLD4","JB",,1
1774,496,7048,7049,07-Mar-2019 00:00:00,29-Dec-1899 21:15:00,29-Dec-1899 21:41:00,0,0,"9",0,"CONFIRM DIVERT ACFT PARKING","AFLD4","JB",,1
1776,496,7052,7055,07-Mar-2019 00:00:00,30-Dec-1899 22:16:00,29-Dec-1899 22:43:00,0,0,"7",0,,"AFLD4","JB",,1
1778,496,7062,7065,07-Mar-2019 00:00:00,30-Dec-1899 01:36:00,30-Dec-1899 02:13:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","JB",,1
1785,496,7068,7069,07-Mar-2019 00:00:00,30-Dec-1899 03:24:00,30-Dec-1899 03:44:00,0,0,"6,8",0,,"AFLD5","SD",,1
1787,497,7075,7076,07-Mar-2019 00:00:00,30-Dec-1899 05:20:00,30-Dec-1899 07:01:00,0,0,"9",0,"AFLD DRIVING TRAINING","AFLD2","MD",,1
1789,497,7077,7078,07-Mar-2019 00:00:00,30-Dec-1899 06:45:00,30-Dec-1899 07:05:00,0,0,"2",0,"RSC IS WET","AFLD5","KK",,1
1791,497,7082,7083,07-Mar-2019 00:00:00,30-Dec-1899 10:09:00,30-Dec-1899 11:03:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","KK",,1
1793,497,7086,7087,07-Mar-2019 00:00:00,30-Dec-1899 12:19:00,30-Dec-1899 12:36:00,0,0,"9",0,"FINAL CK","AFLD5","AP",,1
1794,498,7090,7091,08-Mar-2019 00:00:00,30-Dec-1899 20:26:00,30-Dec-1899 20:51:00,0,0,,1,"RSC DRY, BWC LOW, BARRIERS WITHDRAWN","AFLD5","KF",,1
1796,498,7092,7096,08-Mar-2019 00:00:00,29-Dec-1899 21:38:00,29-Dec-1899 22:19:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","SD",,1
1798,498,7099,7101,08-Mar-2019 00:00:00,30-Dec-1899 00:27:00,30-Dec-1899 00:50:00,0,0,"6,8",0,,"AFLD5","SD",,1
1799,498,7103,7102,08-Mar-2019 00:00:00,30-Dec-1899 01:02:00,30-Dec-1899 01:26:00,0,0,"6,9",0,"REPORED CAR STOPPED ON OVERRUN","AFLD5","SD",,1
1804,498,7104,7105,08-Mar-2019 00:00:00,30-Dec-1899 01:32:00,30-Dec-1899 01:51:00,0,0,"9",0,"REPORTED CAR ON SOUTH OVERRUN *SWITCH PLACES WITH SD*","AFLD5","KF",,1
1805,498,7106,7108,08-Mar-2019 00:00:00,30-Dec-1899 01:36:00,30-Dec-1899 02:05:00,0,0,"9",0,"CONSTRUCTION ESCORT","AFLD7","SD",,1
1809,499,7111,7112,08-Mar-2019 00:00:00,30-Dec-1899 04:53:00,30-Dec-1899 05:16:00,0,0,"6,8",0,,"AFLD5","KK",,1
1810,499,7113,7114,08-Mar-2019 00:00:00,30-Dec-1899 08:14:00,30-Dec-1899 08:31:00,0,0,"6,8",0,,"AFLD5","AP",,1
1811,499,7115,7116,08-Mar-2019 00:00:00,30-Dec-1899 10:30:00,30-Dec-1899 11:38:00,0,0,,3,,"AFLD5","KK",,1
1812,499,7117,7118,08-Mar-2019 00:00:00,30-Dec-1899 12:25:00,30-Dec-1899 12:36:00,0,0,"9",0,"FINAL CK","AFLD5","AP",,1
1813,500,7123,7124,09-Mar-2019 00:00:00,30-Dec-1899 20:01:00,30-Dec-1899 20:13:00,0,0,,1,"RSC DRY, BWC LOW, BARRIERS WITHDRAWN","AFLD5","CB",,1
1815,500,7126,7127,09-Mar-2019 00:00:00,30-Dec-1899 21:16:00,29-Dec-1899 22:11:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","KF",,1
1818,500,7129,7130,09-Mar-2019 00:00:00,29-Dec-1899 22:49:00,29-Dec-1899 23:03:00,0,0,"9",0,"RAMP CK","AFDL5","KF",,1
1821,500,7135,7137,09-Mar-2019 00:00:00,30-Dec-1899 01:57:00,30-Dec-1899 02:14:00,0,0,"9",0,"PEDESTRIAN NOT FOUND. NO CHANGES TO REPORT","AFLD5","SD",,1
1826,501,7143,7145,09-Mar-2019 00:00:00,30-Dec-1899 04:37:00,30-Dec-1899 05:00:00,0,0,"6",0,"FOD CK CMPLT.","AFLD5","DJ",,1
1834,501,7147,7150,09-Mar-2019 00:00:00,30-Dec-1899 07:59:00,30-Dec-1899 08:28:00,0,0,"6",0,"FOD/483 CK CMPLT","AFLD5","DJ",,1
1836,501,7149,7151,09-Mar-2019 00:00:00,30-Dec-1899 10:16:00,30-Dec-1899 11:14:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","AP",,1
1839,501,7152,7153,09-Mar-2019 00:00:00,30-Dec-1899 12:24:00,30-Dec-1899 12:40:00,0,0,"9",0,"FINAL CK CMPLT","AFLD5","DJ",,1
1841,502,7158,7159,09-Mar-2019 00:00:00,30-Dec-1899 14:05:00,30-Dec-1899 14:12:00,0,0,,1,"RSC DRY, BWC LOW, BARRIERS WITHDRAWN","AFLD5","DJ",,1
1843,503,7166,7167,10-Mar-2019 00:00:00,29-Dec-1899 20:02:00,29-Dec-1899 20:16:00,0,0,,1,"RSC ###, BWC ###, BARRIERS ###","AFLD5","CB",,1
1845,503,7171,7175,10-Mar-2019 00:00:00,29-Dec-1899 23:29:00,30-Dec-1899 00:21:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","KF",,1
1847,503,7176,7177,10-Mar-2019 00:00:00,30-Dec-1899 02:12:00,30-Dec-1899 02:20:00,0,0,"6,8",0,,"AFLD5","CB",,1
1849,503,7179,7180,10-Mar-2019 00:00:00,30-Dec-1899 02:32:00,30-Dec-1899 03:02:00,0,0,"6,9",0,"REPORTED FOD ON G RAMP","AFLD5","CB",,1
1851,504,7184,7185,10-Mar-2019 00:00:00,30-Dec-1899 05:14:00,30-Dec-1899 05:32:00,0,0,"6",0,"FOD CK CMPLT","AFLD5","DJ",,1
1854,504,7186,7187,10-Mar-2019 00:00:00,30-Dec-1899 07:48:00,30-Dec-1899 08:12:00,0,0,"6",0,"FOD CK CMPLT","AFLD5","DJ",,1
1858,504,7188,7191,10-Mar-2019 00:00:00,30-Dec-1899 10:00:00,30-Dec-1899 10:54:00,0,0,"",3,"LIGHTING CK CMPLT. NO NEW DISCEPANCIES OBSERVED","AFLD5","DJ",,1
1860,504,7192,7193,10-Mar-2019 00:00:00,30-Dec-1899 12:31:00,30-Dec-1899 12:46:00,0,0,"9",0,"FINAL CK","AFLD5","AP",,1
1862,505,7197,7198,11-Mar-2019 00:00:00,29-Dec-1899 20:07:00,29-Dec-1899 20:19:00,0,0,,1,"RSC WET, BWC LOW, BARRIERS WITHDRAWN","AFLD5","CB",,1
1864,505,7213,7218,11-Mar-2019 00:00:00,29-Dec-1899 23:24:00,30-Dec-1899 00:53:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","CB",,1
1867,505,7219,7221,11-Mar-2019 00:00:00,30-Dec-1899 00:58:00,30-Dec-1899 02:05:00,0,0,"9",0,"RAMP","AFLD4","JB",,1
1869,505,7223,7225,11-Mar-2019 00:00:00,30-Dec-1899 03:12:00,30-Dec-1899 03:23:00,0,0,"2",0,"RSC: DRY","AFLD5","CB",,1
1871,506,7230,7239,11-Mar-2019 00:00:00,30-Dec-1899 04:48:00,30-Dec-1899 05:11:00,0,0,"1",0,,"AFLD5","KN",,1
1873,506,7241,7242,11-Mar-2019 00:00:00,30-Dec-1899 06:50:00,30-Dec-1899 07:28:00,0,0,"6,8",0,,"AFLD5","KK",,1
1875,506,7244,7245,11-Mar-2019 00:00:00,30-Dec-1899 09:18:00,30-Dec-1899 09:45:00,0,0,"7",0,,"AFLD5","KK",,1
1877,506,7246,7247,11-Mar-2019 00:00:00,30-Dec-1899 11:09:00,30-Dec-1899 12:02:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","KK",,1
1879,506,7249,7250,11-Mar-2019 00:00:00,30-Dec-1899 12:45:00,30-Dec-1899 12:55:00,0,0,"9",0,"2/483 CK'D AND IN COMPLIANCE","AFLD5","KK",,1
1881,507,7254,7259,12-Mar-2019 00:00:00,29-Dec-1899 19:57:00,29-Dec-1899 20:27:00,0,0,"9",0,"AERODROME OPENING CK","AFLD4","JB",,1
1884,507,7262,7264,12-Mar-2019 00:00:00,29-Dec-1899 21:41:00,29-Dec-1899 22:45:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","CB",,1
1886,507,7270,7274,12-Mar-2019 00:00:00,29-Dec-1899 23:44:00,30-Dec-1899 00:18:00,0,0,"8",0,,"AFLD4","JB",,1
1888,507,7278,7284,12-Mar-2019 00:00:00,30-Dec-1899 00:45:00,30-Dec-1899 01:44:00,0,0,"9",0,"BARRIER MX REPORTED HYDRAULIC SPILL","AFLD4","JB",,1
1891,507,7285,7288,12-Mar-2019 00:00:00,30-Dec-1899 01:47:00,30-Dec-1899 01:55:00,0,0,"9",0,"RAMP CK","AFL5","JB",,1
1896,507,7289,7293,12-Mar-2019 00:00:00,30-Dec-1899 02:23:00,30-Dec-1899 03:18:00,0,0,"9",0,"RWY CHANGE","AFLD5","CB",,1
1898,508,7296,7297,12-Mar-2019 00:00:00,30-Dec-1899 04:16:00,30-Dec-1899 04:46:00,0,0,"6",0,"FOD CK CMPLT","AFLD5","DJ",,1
1900,508,7299,7301,12-Mar-2019 00:00:00,30-Dec-1899 06:21:00,30-Dec-1899 06:39:00,0,0,"9",0,"BARRIER CK CMPLT. NO DISCREPANCIES. ALL BARRIERS NOW IN LOWERED POSITION","AFLD5","DJ",,1
1902,508,7304,7305,12-Mar-2019 00:00:00,30-Dec-1899 08:21:00,30-Dec-1899 09:04:00,0,0,"6",0,"FOD CK CMPLT","AFLD5","DJ",,1
1904,508,7306,7307,12-Mar-2019 00:00:00,30-Dec-1899 11:12:00,30-Dec-1899 12:02:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","DJ",,1
1906,508,7308,7309,12-Mar-2019 00:00:00,30-Dec-1899 12:31:00,30-Dec-1899 12:44:00,0,0,"9",0,"FINAL CK","AFLD5","DJ",,1
1907,509,7315,7316,13-Mar-2019 00:00:00,29-Dec-1899 20:06:00,29-Dec-1899 20:20:00,0,0,,1,"RSC DRY, BWC LOW, BARRIERS DISCONNECTED","AFLD4","JB",,1
1909,509,7325,7328,13-Mar-2019 00:00:00,30-Dec-1899 00:06:00,30-Dec-1899 02:19:00,0,0,,2,"DAILY INSPECTION CMPLT. DISCREPANCIES FOUND: CORNER BREAK ON TAXILANE ALPHA 6.5 FT FROM CENTERLINE & IN FRONT OF PARKING SPOT C-5. 10FT LONG FOD PRODUCING CRACK ON PARKING SPOT C-14 NEAR FUEL PIT #F-34. 1FT X 1FT SPALL ON TAXIWAY FOXTROT LEADING INTO","AFLD4","JB",,1
1911,510,7334,7335,13-Mar-2019 00:00:00,30-Dec-1899 05:46:00,30-Dec-1899 06:11:00,0,0,"6",0,,"AFLD5","KK",,1
1913,510,7336,7337,13-Mar-2019 00:00:00,30-Dec-1899 08:28:00,30-Dec-1899 08:55:00,0,0,"7",0,,"AFLD5","KK",,1
1915,510,7338,7339,13-Mar-2019 00:00:00,30-Dec-1899 10:23:00,30-Dec-1899 11:40:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","KK",,1
1917,510,7340,7341,13-Mar-2019 00:00:00,30-Dec-1899 12:24:00,30-Dec-1899 12:38:00,0,0,"9",0,"FINAL CK CMPLT","AFLD5","KK",,1
1919,511,7346,7347,14-Mar-2019 00:00:00,29-Dec-1899 19:54:00,29-Dec-1899 20:19:00,0,0,,1,"RSC DRY, BWC LOW, BARRIERS DISCONNECTED","AFLD4","JB",,1
1921,511,7352,7353,14-Mar-2019 00:00:00,30-Dec-1899 21:23:00,30-Dec-1899 21:50:00,0,0,"6",0,"1 SPOT CK CMPLT","AFLD4","JB",,1
1923,511,7355,7356,14-Mar-2019 00:00:00,29-Dec-1899 22:38:00,29-Dec-1899 23:04:00,0,0,"6",0,"SEALANT PUT BACK IN RWY, FOD CK CMPLT.","AFLD4","JB",,1
1925,511,7359,7361,14-Mar-2019 00:00:00,29-Dec-1899 23:19:00,29-Dec-1899 23:20:00,0,0,"9",0,"VERIFY COMM ISSUES WITH BARRIER MX.","AFLD5","SD",,1
1928,511,7365,7370,14-Mar-2019 00:00:00,29-Dec-1899 23:47:00,30-Dec-1899 00:01:00,0,0,"6",0,,"AFLD5","SD",,1
1929,511,7368,7369,14-Mar-2019 00:00:00,30-Dec-1899 00:09:00,30-Dec-1899 00:49:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","JB",,1
1933,511,7374,7376,14-Mar-2019 00:00:00,30-Dec-1899 01:14:00,30-Dec-1899 01:37:00,0,0,"6,8",0,,"AFLD4","JB",,1
1935,511,7377,7378,14-Mar-2019 00:00:00,30-Dec-1899 01:38:00,30-Dec-1899 02:18:00,0,0,"1",0,"FUEL SPILL CONTAINED, BIO ENVIRONMENT CONDUCT THEIR SURVEY","AFLD4","JB",,1
1938,511,7379,7380,14-Mar-2019 00:00:00,30-Dec-1899 02:59:00,30-Dec-1899 03:25:00,0,0,"6",0,,"AFLD5","JB",,1
1940,512,7383,7384,14-Mar-2019 00:00:00,30-Dec-1899 05:19:00,30-Dec-1899 06:20:00,0,0,"9",0,"CONSTRUCTION ESCORTING CMPLT","AFLD6","KN",,1
1942,512,7385,7386,14-Mar-2019 00:00:00,30-Dec-1899 05:45:00,30-Dec-1899 06:06:00,0,0,"6",0,,"AFLD5","KK",,1
1944,512,7387,7388,14-Mar-2019 00:00:00,30-Dec-1899 08:26:00,30-Dec-1899 08:39:00,0,0,"6,8",0,,"AFLD5","AP",,1
1945,512,7389,7390,14-Mar-2019 00:00:00,30-Dec-1899 10:45:00,30-Dec-1899 11:38:00,0,0,,3,,"AFLD5","AP",,1
1946,512,7391,7392,14-Mar-2019 00:00:00,30-Dec-1899 12:13:00,30-Dec-1899 12:22:00,0,0,"9",0,"FINAL INSPECTION CMPLT","AFLD5","KK",,1
1948,513,7396,7397,15-Mar-2019 00:00:00,30-Dec-1899 20:10:00,30-Dec-1899 20:35:00,0,0,,1,"RSC DRY, BWC LOW, BARRIERS WITHDRAWN","AFLD5","CB",,1
1950,513,7403,7406,15-Mar-2019 00:00:00,29-Dec-1899 23:01:00,29-Dec-1899 23:51:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","CB",,1
1952,513,7408,7409,15-Mar-2019 00:00:00,30-Dec-1899 01:25:00,30-Dec-1899 01:48:00,0,0,"6,8",0,,"AFLD5","SD",,1
1954,513,7411,7413,15-Mar-2019 00:00:00,30-Dec-1899 02:51:00,30-Dec-1899 03:17:00,0,0,"9",0,"RAMP CK","AFLD5","SD",,1
1957,514,7418,7419,15-Mar-2019 00:00:00,30-Dec-1899 04:55:00,30-Dec-1899 05:07:00,0,0,"9",0,"CMAV","AFLD3","EZ",,1
1958,514,7420,7421,15-Mar-2019 00:00:00,30-Dec-1899 05:26:00,30-Dec-1899 06:01:00,0,0,"6,7",0,,"AFLD1","WS",,1
1959,514,7424,7425,15-Mar-2019 00:00:00,30-Dec-1899 08:02:00,30-Dec-1899 08:32:00,0,0,"6,8,9",0,"REOPENING RUNWAY CHECK","AFLD5","KN",,1
1961,514,7427,7428,15-Mar-2019 00:00:00,30-Dec-1899 10:05:00,30-Dec-1899 11:09:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","AP",,1
1964,514,7432,7433,15-Mar-2019 00:00:00,30-Dec-1899 12:43:00,30-Dec-1899 12:52:00,0,0,"9",0,"FINAL CK","AFLD5","AP",,1
1966,515,7435,7436,16-Mar-2019 00:00:00,29-Dec-1899 20:18:00,29-Dec-1899 20:28:00,0,0,,1,"RSC DRY, BWC LOW, BARRIERS WITHDRAWN","AFLD5","CB",,1
1968,515,7442,7444,16-Mar-2019 00:00:00,30-Dec-1899 01:26:00,30-Dec-1899 02:37:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFDL5","SD",,1
1970,516,7447,7448,16-Mar-2019 00:00:00,30-Dec-1899 05:35:00,30-Dec-1899 06:24:00,0,0,"6",0,"FOD CK CMPLT. 483 CK CMPLT","AFLD5","DJ",,1
1972,516,7449,7450,16-Mar-2019 00:00:00,30-Dec-1899 08:18:00,30-Dec-1899 08:37:00,0,0,"6",0,"FOD CK CMPLT","AFLD5","DJ",,1
1974,516,7451,7452,16-Mar-2019 00:00:00,30-Dec-1899 10:47:00,30-Dec-1899 11:52:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","AP",,1
1978,516,7453,7454,16-Mar-2019 00:00:00,30-Dec-1899 12:24:00,30-Dec-1899 12:33:00,0,0,"9",0,"FINAL CK","AFLD5","DJ",,1
1981,517,7458,7460,17-Mar-2019 00:00:00,30-Dec-1899 20:01:00,29-Dec-1899 20:18:00,0,0,,1,"RSC DRY, BWC LOW, BARRIERS WITHDRAWN","AFLD5","JB",,1
1983,517,7465,7468,17-Mar-2019 00:00:00,29-Dec-1899 23:10:00,30-Dec-1899 00:28:00,0,0,"6",0,,"AFLD5","JB",,1
1985,517,7472,7473,17-Mar-2019 00:00:00,30-Dec-1899 02:47:00,30-Dec-1899 03:54:00,0,0,,2,"DAILY INSPECTION CMPLT. DISCREPANCIES FOUND: 2 TWY LIGHTS ON C2 DESTROYED, A RANDOM WOODEN POLE IN THE IN-FIELD OF TWY F WITH AN ELECTRICAL BOX ATTACHED.","AFLD5","JB",,1
1987,518,7475,7476,17-Mar-2019 00:00:00,30-Dec-1899 05:21:00,30-Dec-1899 05:49:00,0,0,"6",0,"FOD CK CMPLT","AFLD5","DJ",,1
1989,518,7478,7479,17-Mar-2019 00:00:00,30-Dec-1899 08:14:00,30-Dec-1899 08:55:00,0,0,"6",0,"FOD CK CMPLT. FOD REMOVED FROM RWY 18 THRESHOLD. AF IMT 483 CK CMPLT.","AFLD5","DJ",,1
1994,518,7481,7482,17-Mar-2019 00:00:00,30-Dec-1899 11:15:00,30-Dec-1899 12:14:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","DJ",,1
1997,519,7486,7487,18-Mar-2019 00:00:00,30-Dec-1899 20:01:00,29-Dec-1899 20:12:00,0,0,,1,"RSC DRY, BWC LOW, BARRIERS WITHDRAWN","AFLD5","JB",,1
1999,519,7495,7497,18-Mar-2019 00:00:00,30-Dec-1899 00:18:00,30-Dec-1899 01:11:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","JB",,1
2002,519,7503,7504,18-Mar-2019 00:00:00,30-Dec-1899 02:00:00,30-Dec-1899 02:21:00,0,0,"6",0,,"AFLD5","CB",,1
2005,520,7508,7509,18-Mar-2019 00:00:00,30-Dec-1899 04:24:00,30-Dec-1899 05:02:00,0,0,"6",0,"FOD CK CMPLT. FOD REMOVED FROM RWY AND TWY FOXTROT","AFLD5","DJ",,1
2007,520,7512,7516,18-Mar-2019 00:00:00,30-Dec-1899 05:36:00,30-Dec-1899 05:58:00,0,0,"9",0,"IFE CMPLT","AFLD5","KK",,1
2011,520,7519,7520,18-Mar-2019 00:00:00,30-Dec-1899 08:12:00,30-Dec-1899 08:52:00,0,0,"6",0,"FOD CK CMPLT","AFLD5","DJ",,1
2013,520,7521,7522,18-Mar-2019 00:00:00,30-Dec-1899 11:01:00,30-Dec-1899 11:56:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","KK",,1
2015,520,7523,7525,18-Mar-2019 00:00:00,30-Dec-1899 12:31:00,30-Dec-1899 12:45:00,0,0,"9",0,"FINAL CK","AFLD5","KK",,1
2017,521,7531,7532,19-Mar-2019 00:00:00,29-Dec-1899 20:05:00,30-Dec-1899 20:30:00,0,0,,1,"RSC DRY, BWC LOW, BARRIERS DISCONNECTED","AFLD5","JB",,1
2019,521,7535,7536,19-Mar-2019 00:00:00,30-Dec-1899 23:00:00,30-Dec-1899 23:28:00,0,0,"2",0,"RSC REMAINS DRY","AFLD5","JB",,1
2021,521,7539,7540,19-Mar-2019 00:00:00,30-Dec-1899 00:51:00,30-Dec-1899 01:18:00,0,0,"9",0,"RAMP CK CMPLT","AFLD5","JB",,1
2023,521,7542,7544,19-Mar-2019 00:00:00,30-Dec-1899 02:03:00,30-Dec-1899 04:13:00,0,0,,2,"DAILY INSPECTION CMPLT. DISCREPANCIES FOUND:","AFLD5","JB",,1
2026,523,7550,7551,19-Mar-2019 00:00:00,30-Dec-1899 04:34:00,30-Dec-1899 05:02:00,0,0,"6,8",0,,"AFLD5","KK",,1
2028,523,7552,7553,19-Mar-2019 00:00:00,30-Dec-1899 05:42:00,30-Dec-1899 06:03:00,0,0,"9",0,"AFLD TOUR","AFLD5","KK",,1
2030,523,7554,7555,19-Mar-2019 00:00:00,30-Dec-1899 08:15:00,30-Dec-1899 08:38:00,0,0,"7",0,,"AFLD5","KK",,1
2032,523,7556,7557,19-Mar-2019 00:00:00,30-Dec-1899 08:53:00,30-Dec-1899 09:47:00,0,0,"6,7",0,,"AFLD2","MD/KK",,1
2034,523,7558,7559,19-Mar-2019 00:00:00,30-Dec-1899 11:04:00,30-Dec-1899 11:59:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","AP",,1
2037,523,7560,7561,19-Mar-2019 00:00:00,30-Dec-1899 12:42:00,30-Dec-1899 12:53:00,0,0,"9",0,"FINAL CK","AFLD5","AP",,1
2038,524,7564,7565,20-Mar-2019 00:00:00,29-Dec-1899 20:26:00,29-Dec-1899 20:40:00,0,0,,1,"RSC DRY, BWC LOW, BARRIERS WITHDRAWN","AFLD5","SD",,1
2040,524,7574,7575,20-Mar-2019 00:00:00,30-Dec-1899 01:01:00,30-Dec-1899 01:44:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","SD",,1
2042,524,7577,7578,20-Mar-2019 00:00:00,30-Dec-1899 03:01:00,30-Dec-1899 03:14:00,0,0,"9",0,"RAMP CK CMPLT","AFLD5","KN",,1
2044,525,7583,7584,20-Mar-2019 00:00:00,30-Dec-1899 06:12:00,30-Dec-1899 06:45:00,0,0,"6,8",0,,"AFLD5","KK",,1
2046,525,7586,7587,20-Mar-2019 00:00:00,30-Dec-1899 10:26:00,30-Dec-1899 11:24:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","AP",,1
2049,525,7588,7589,20-Mar-2019 00:00:00,30-Dec-1899 09:11:00,30-Dec-1899 09:32:00,0,0,"9",0,"RAMP CK","AFLD5","AP",,1
2050,525,7591,7592,20-Mar-2019 00:00:00,30-Dec-1899 12:31:00,30-Dec-1899 12:42:00,0,0,"9",0,"FINAL CK","AFLD5","AP",,1
2061,526,7599,7600,21-Mar-2019 00:00:00,30-Dec-1899 20:17:00,30-Dec-1899 20:39:00,0,0,,1,"RSC DRY, BWC LOW, BARRIERS WITHDRAWN","AFLD5","KF",,1
2066,526,7627,7628,21-Mar-2019 00:00:00,30-Dec-1899 00:12:00,30-Dec-1899 01:20:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","SD/KF",,1
2076,526,7621,7622,21-Mar-2019 00:00:00,30-Dec-1899 23:41:00,30-Dec-1899 00:01:00,0,0,"7",0,,"AFLD5","KF",,1
2102,526,7629,7630,21-Mar-2019 00:00:00,30-Dec-1899 03:26:00,30-Dec-1899 03:40:00,0,0,"6,8",0,,"AFLD5","KF",,1
2104,527,7637,7638,21-Mar-2019 00:00:00,30-Dec-1899 05:42:00,30-Dec-1899 05:59:00,0,0,"9",0,"RAMP CK","AFLD5","CB",,1
2106,527,7643,7645,21-Mar-2019 00:00:00,30-Dec-1899 10:51:00,30-Dec-1899 11:55:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","AP",,1
2108,527,7647,7648,21-Mar-2019 00:00:00,30-Dec-1899 12:41:00,30-Dec-1899 12:52:00,0,0,"9",0,"FINAL CK","AFLD5","AP",,1
2109,528,7652,7653,22-Mar-2019 00:00:00,30-Dec-1899 20:18:00,30-Dec-1899 20:51:00,0,0,,1,"RSC ###, BWC ###, BARRIERS ###","AFLD5","KF",,1
2111,528,7664,7665,22-Mar-2019 00:00:00,30-Dec-1899 23:17:00,30-Dec-1899 00:10:00,0,0,,2,"DAILY INSPECTION CMPLT. NO NEW DISCREPANCIES","AFLD5","KF",,1
2113,528,7666,7668,22-Mar-2019 00:00:00,30-Dec-1899 00:53:00,30-Dec-1899 01:29:00,0,0,"6,8",0,,"AFLD5","JB",,1
2114,528,7667,7669,22-Mar-2019 00:00:00,30-Dec-1899 01:09:00,30-Dec-1899 01:18:00,0,0,"6",0,,"AFLD2","MD",,1
2117,528,7671,7672,22-Mar-2019 00:00:00,30-Dec-1899 03:30:00,30-Dec-1899 03:45:00,0,0,"6,8",0,,"AFLD5","KF",,1
2120,529,7675,7676,22-Mar-2019 00:00:00,30-Dec-1899 04:53:00,30-Dec-1899 05:11:00,0,0,"6,8",0,,"AFLD5","SD",,1
2123,529,7678,7679,22-Mar-2019 00:00:00,30-Dec-1899 08:27:00,30-Dec-1899 08:56:00,0,0,"6,8",0,,"AFLD5","SD",,1
2125,529,7680,7681,22-Mar-2019 00:00:00,30-Dec-1899 09:26:00,30-Dec-1899 10:11:00,0,0,,3,"LIGHTING CK CMPLT. DISCREPANCIES LOGGED IN TRACKER","AFLD5","SD",,1
2128,529,7683,7684,22-Mar-2019 00:00:00,30-Dec-1899 12:34:00,30-Dec-1899 12:45:00,0,0,"9",0,"FINAL CK","AFLD5","AP",,1
